comments,samsung,apple,token,samsung/manually,apple/manually
"سلام می‌خوام آیفون بگیرم ، درسته میگن بعضی از برنامه هاش پولیه؟نمیشه بدون پرداخت پول کاری کرد؟لطفا بگید🙏🙏",Neutral,Neutral,86,Neutral,Neutral
"تحلیل گر و پیشگوی دنیای اپلی ""ming-chi kuo""ایفون سری ۱۴ از دوربین ۴۸ مگا پیکسلی استفاده خواهد کردو همچنین اپل قصد استفاده از دوربین با لنز پریسکوپی تو ایفون ۱۵ رو دارهmacrumors.com/2021/12/20/iphone-48mp-camera-2022-periscope-2023-kuo",Neutral,Agree,157,Neutral,Agree
» در پاسخ به نظر مهدی ا به تاریخ 1400/9/2 (برای نمایش نظر کلیک کنید...) نه این مشکل رو ندارن !!,Neutral,Neutral,64,Neutral,Neutral
» در پاسخ به نظر امیر ق به تاریخ 1400/8/9 (برای نمایش نظر کلیک کنید...) ممنونم بابت وقتی که گذاشتینجهت اطلاعمن خیلی تحقیق کردم کل گوشیهای از مدل ۱۱ تا ۱۳ پرومکس پارت نامبر zaa این مشکل رو دارن به دلیل اینکه با فناوری اپراتورهای ایران هم خوانی ندارن,Disagree,Neutral,177,Neutral,Neutral
» در پاسخ به نظر ebra r به تاریخ 1400/8/12 (برای نمایش نظر کلیک کنید...) سلامفک کنم نزدیک یکسال 5 درصد طبیعی باشه,Neutral,Neutral,79,Neutral,Neutral
"سلام و وقت بخیر یه سوال دارم شاید خیلی با ربط نباشه ، اینکه چه مدل ایرپادی برای این مدل گوشی خوبه ، البته هزینه اش برام مهمه ، میدونم سری های جدید اپل خیلی خوبن ولی برام مقدور نیست ، تو مارک های دیگه اگه شناخت دارید بهم معرفی کنید ٫ و اینکه اهل موزیک گوش دادن نیستم فقط برای تماس تلفنی میخوام",Neutral,Neutral,209,Neutral,Neutral
» در پاسخ به نظر Nazanin I به تاریخ 1400/8/3 (برای نمایش نظر کلیک کنید...) اینستا پیام بدیدinstagram.con/amiirqo,Neutral,Neutral,64,Neutral,Neutral
» در پاسخ به نظر bahaar n به تاریخ 1400/8/11 (برای نمایش نظر کلیک کنید...) سلام بله افت باطری شما معمول است معمولا افت باطری در سری دوازده معمول است مثلا دو تا گوشی در یک زمان و در یک مدل اگر تهیه کنید و اگر هر دو رو طبق روال مساوی استفاده کنید این امکان باز وجود دارد که یکی از گوشی ها سلامتی باطری تند تر بیاد پایید شرکت اپل تلاش میکند که مشکل مصرف باطری و از طریق اپدیت حل کند و همچنین مشکل پر پر شدن صحفه گوشی در 4 سری ایفون دوازده وجود دارد که شرکت برای حل این مشکل باز تلاش میکند که این مشکل سخت افزاری را با اپدیت ترمیم کند در صورتی که سوالی در مورد تمامی تلفهای شرکت اپل رو داشتید میتونید به پیج اینستگرامی appletech.az مراجعه کنید و سوالتون رو مطرح کنید سعی میکنیم که در حل مشکلات شما رو یاری کنیم,Neutral,Neutral,484,Neutral,Neutral
سلامدوستان سلامتی باتری من شده 95 درصد البته هم از 100 زود رسید به 95اول دی ماه پارسال گوشیو خریده بودمالان این افت سلامت باتری منطقی هست؟بعد اینکه تا چند درصد کم بیشه باید باتری رو عوض کنیم؟,Neutral,Neutral,131,Neutral,Neutral
» در پاسخ به نظر Nazanin I به تاریخ 1400/8/3 (برای نمایش نظر کلیک کنید...) درود عرض ادبچه بد - متاسف شدممن ای دی تلگرامم رو اینجا بهقسمت پشتیبانی سایت میدم تا واسه شما مسیجش کنن ودر مورد خرید بیشتر راهنمایی کنماکر مایل بودید و ای دی من دستتونرسید بهم پیام بدید,Neutral,Neutral,176,Neutral,Neutral
"» در پاسخ به نظر مهدی ا به تاریخ 1400/8/5 (برای نمایش نظر کلیک کنید...) درود عرض ادب :شما دو تا کار انجام میدید در ابتدابا لپ تاپ یا کامپیوترتون اخرین ورژنfirmware ios15.0.1 رو دانلود میکنینhttps://updates.cdn-apple.com/2021FallFCS/fullrestores/002-09731/FEDB1889-0886-4954-AD68-F0131F6AB5F6/iPhone13,4_15.0.1_19A348_Restore.ipswو سپس بوسیله itunes از گوشیتونیه فول بک اپ میگیرینلینک دانلود ایتیونز برای لپ تاپ یاکامپیوتر بسته به نوع سیستم عاملویندوز ۳۲ یا ۶۴ و یا مکینتاش https://soft98.ir/mobile/267-itunes.htmlو سپس بوسیله ایتیونز گوشیتونوریستور میکنین restoreاموزش ریستوردستی ایفون با ایتیونز:وصل کابل ایفون به گوشی و لپ تاپو هنگامی که پنجره ایتیونز باز شد ازمنوی general روی گزینه restore iphoneکلیک کنین و سپس اگر کاربر ویندوز هستین دکمه Shift رو نگه داشته سپس رو گزینه Restore کلیک کنین و فایل فریمور iOS که بالاتر لینک دادم و دنلود کردید رو انتخاب کنین و با فشردن دکمه Restore عملیات ریستوراستارت میخوره(دقت کنین که قبل این عملیات قابلیتfind my iphone رو تو قسمت icloud باید خاموش کرده باشین )اگر کاربر مک هستید دکمه Option رو نگه داشتهسپس باکلیک دکمه Restore عملیات ریستوراستارت میخورهپس از نصب بک اپی که گرفته بودین روریستور کنین تا گوشی بحالت قبلیشبرگردهپس از ریستور گوشی سیم کارت قبلی رو کنار بذارین و سیم جدید یا سیم کارت یکی از اعضا رو داخلشبذارین و ۲۴ ساعت استفاده کنین.۹۹ درصد باید مشکل شما مرتفعشده باشه.اگر با سیم جدید مشکل شمافیکس شد سیم قبلی خودتونو استفاده کنین و در صورت بروز مشکلسیم کارتتونو عوض کنین کلا.گوشی شما نیازی به تعمیر و گارانتینداره و با کامنت های افراد نا اگاه گوشیتونودست افراد ناشی واسه تعمیر نسپاریندرصورت نیاز تو هر مرحله به راهنماییاینجا کامنت بذارینموفق باشین",Neutral,Neutral,1036,Neutral,Neutral
» در پاسخ به نظر مهدی ا به تاریخ 1400/8/5 (برای نمایش نظر کلیک کنید...) بنظرم به اخرین ورژن ابدیت کن اوکی نشد بده گاراندی ولی بنظرم مشکلت نرم افزاریه و حل میشه,Neutral,Neutral,115,Neutral,Neutral
» در پاسخ به نظر الی ج به تاریخ 1400/8/5 (برای نمایش نظر کلیک کنید...) گوشی رو ابدیت کردی یا همون نسخته ۱۴.۱هستش؟من ابدین نکردم و گوشی بعضی وقتا گرم نمیشه و بنظرم عادیه ولی قبلا یدونه دوازده معمولی داشتم ابدیت کردم خیلی داغ میشدبنظرم عادیه و حساس نشو و لذتشو ببر واقعا گوشی خوبیه,Agree,Neutral,217,Neutral,Agree
"رمز گوشی: ۲۱۱۳۷۱ از ابتدای خرید گوشی مشکل به این صورت بود که هر کس با من تماس میگرفت بوغ اشغال پخش میشد و برای من یک missed call روی صفحه گوشیم دریافت میشد.با تست سیم کارت و مراجعه به مخابرات و تعویض سیم کارت متوجه شدیم که مشکل از گوشی است‌.بعد از مراجعه به مرکز خرید گوشی،reset all settings و reset network setting انجام شدکه بعد از این مرحله تماسها به تعداد محدود به درستی دریافت شد ولی بعد از چند دقیقه مجدد بوق اشغال میخورد.بعد از این مرحله تغییرات زیر انجام شد:Do not disturb--offAirplane mode--turn off--turn onو گوشی رو خاموش روشن کردم.بعد از انجام این تغییرات مشکل اشغال بودن تا حد زیادی حل شد ولی به ندرت تماس گیرنده با پیغام""در حال حاضر تماس با مشترک مورد نظر امکان پذیر نمیباشد"" روبرو میشود..........................................مشکل اساسی:مشکل بعدی که از ابتدای خرید گوشی وجود داشته مشکل صدا در مکالمات است،اکثر اوقات صدای طرف مقابل قطع و وصل میشه یا اصلا شنیده نمیشه،طرف مقابل هم همین مشکلات رو با صدای من داره.گاهی هم موقع تماس گرفتن گوشی طرف مقابل زنگ میخوره ولی برای من بوق نمیخوره.......................................چندین بار به طور تصادفی گوشی  هنگ کرده و برای چندین دقیقه اصلا کار نمیکندمثلا گاهی هنگام استفاده از اینستاگرام و تاچ کردن قسمت سرچ گوشی اصلا عمل نمیکند و امکان تایپ وجود ندارد.گاهی اوقات هنگام استفاده از اینستاگرام مشکل صدا وجود دارد. با توجه به این مشکلات پیشنهاد میکنید که iosرو بروزرسانی کنم مشکل حل میشه یا بفرستم واسه گارانتی؟ممنون میشم راهنمایی کنید.",Neutral,Disagree,903,Neutral,Neutral
"سلام. من دو روزه که این گوشی رو خریدم هنوز فرصت نکردم زیاد ازش استفاده کنم، اما توی همین استفاده کم هم متوجه شدم گوشی مقداری گرم میشه پشتش. یعنی گوشیم مشکل داره؟ توی عکاسی و دانلود نرم افزار و پخش آهنگ. میشه راهنمایی بفرمایید",Neutral,Neutral,169,Neutral,Neutral
"» در پاسخ به نظر امیر ق به تاریخ 1400/5/17 (برای نمایش نظر کلیک کنید...) سلام وقتتون بخیر ، تشکر میکنم ازتون اقای امیر ق من سوال پرسیدم و رفتم کرونا گرفتم و دیگه نتونستم بیام از بابت پاسخ و راهنمایی جامع و کامل شما تشکر کنم . بسیار ممنونم ازتون . گوشی ایکسم رو دادم و یک گوشی سامسونگ خریدم که فعلا نمیتونم باهاش کار کنم نمیدونم کار نمیکنه یا من نمیتونم ! دوسه روز باهاش جنگیدم بعد بیخیال شدم 🥲 فعلا همین ۱۲ پرومکس رو استفاده میکنمالان قصد خرید یک آیپد دارم لطفا یک آیپد برام معرفی کنید فورجی باشه ، برای استفاده روز مره میخوام استفاده تخصصی ندارم باهاش، مرسی",Disagree,Neutral,403,Disagree,Neutral
دوستانی که ابدیت ۱۵۰۲رو زدن گوشی بهتر شده من ۱۴۰۱هستش الان شک دارم ابدیت کنم بنظرتون ابدیت کنم؟,Neutral,Neutral,81,Neutral,Neutral
» در پاسخ به نظر ارمیا ه به تاریخ 1400/6/24 (برای نمایش نظر کلیک کنید...) سلام فقط پارت نامبر های LL/A دارن اون انتن رو و انتن mmWave هستشتوی ایفون 13 هم همینطور هستکه نسخه سیم دومش هم Esim یا سیمکارت مجازی هست که تو ایران غیر قابل استفاده استو از سیمکارت 1 اش که فیزیکی هست میشه استفاده کردتو ایران این پارت رو نمیتونی پیدا کنی! پیدا کنی هم خیلی سخت مسافری وارد شدنهمینطور که گفتم فقط پارت امریکا این رو دارهحتی استرالیا دانمارک که 5G mmWave دارن هم این شیار انتن رو ندارن,Neutral,Neutral,315,Neutral,Neutral
سلام دوستان بنده اولین باره آیفون گرفتم . ۱۲ پرو مکس گرفتم بخاطر اپل آیدی خواستم مشورت بگیرم چون خودم میخوام اپل آیدی بسازم مشکلی پیش نمیاد ؟ گوگل کردم یه روش هست بدون شماره تلفن میشه با ورژن قدیمی آیتونز میشه اپل آیدی ساخت ممنون میشم که راهنمایی کنید,Neutral,Neutral,196,Neutral,Neutral
"اتفاقا نظر منطقی نوشتند، درسته برخی امکانات و ویژگی‌های سری ۱۱ و ۱۲ بیشتره ولی اگر معقوله قیمت را در نظر بگیریم Xs max واقعا ارزنده تر هست ! البته که اگه پول زیاده برو ۱۳ بگیر‌ ولی برای کسی که میخواد با هزینه منطقی لذت اپل رو‌ ببره Xs Max عالیه.",Neutral,Agree,182,Neutral,Agree
» در پاسخ به نظر danial f به تاریخ 1400/6/28 (برای نمایش نظر کلیک کنید...) سلام دانیال جان بزرگوار من هم این مشکل رو داشتم البته اولین بار تو ios 14 بود گوشیم 7 پلاس بود اون موقع. تو 12 پرومکس بلد بودم چکارش کنم شما تو سیتینگ برو قسمت accsssibility بعد میری تو display &amp; text size بعد آخرین گزینه Auto-brightness رو خاموش کن درست میشه انشالله که همین باشه برای شما هم در واقع الان اصلا خاموشش نکردی .ولی این کم شدن نور بعضی موقع ها هست مخصوصا وقتی گوشی تو شارژره نمیدونم علتش چیه! اما میزان درجه نور یا همون پله ای که شما میگی کم نمیشه اما میزان نور کم میشه و قابل لمس و درکه. نه تنها برای من و نه تو 12 پرومکسم بلکهه تو تمام آیفون هایی که داشتم اینجوری بوده.خیلی هم کم پیش میاد.دوستان منم یه سوالی دارم گه کسی میدونه خوشحال میشم پاسخگو باشه بعد آپدیت به 15 به جای اپراتور عدد میزنه رو مخمه پکار باید کرد,Neutral,Neutral,539,Neutral,Neutral
» در پاسخ به نظر شاهین ت به تاریخ 1400/6/27 (برای نمایش نظر کلیک کنید...) سلام دوست عزیز ممنونم از راهنماییت فرمایشات شما را انجام دادم یک شب خوب بود ولی الان دوباره ۲ پله پشت سر هم نور صفحه کم شد انگار نوار نور را تا نصف پایین بیاری نور صفحه کم شد و چند دقیقه بعد خودش دوباره نور را زیاد کرد😔 هر مدل تنظیمی مربوط به گرافیک و نور صفحه که میشد تو ستینگ باشه امتحان کردم ولی هروقت دلش بخواد نور صفحه را کم و زیاد میکنه.,Neutral,Disagree,294,Neutral,Neutral
» در پاسخ به نظر شاهین ت به تاریخ 1400/6/27 (برای نمایش نظر کلیک کنید...) ریست فکتوری برای چی؟,Neutral,Neutral,66,Neutral,Neutral
» در پاسخ به نظر محمد امین س به تاریخ 1400/6/20 (برای نمایش نظر کلیک کنید...) دوست عزیز من این مشگل رو ندارم همه هم ریپلای نکردن ببینیم که منی که میگم مشکلی ندارم از لحاظ احساسی هست یا واقعی,Neutral,Neutral,132,Neutral,Neutral
» در پاسخ به نظر danial f به تاریخ 1400/6/25 (برای نمایش نظر کلیک کنید...) جناب یه سوال از محضرتون داشتم وقتی کنترل سنتر رو پایین میارین و ذوی نور نگه میدارین ۳ تا ایتم باز کیشه از اونجا اونا رو خاموش کنین هم مشگل کم و زیاد شدن نور درست میشه گزینه ترو تون وقتی فعال هست همینطوری رو مغز ادم راه میره و به جز خاموش کردن دستی خاموش نمیشه هربار هم که ریست فکتوری کنین اون فعاله که فعالهبرای من جوری اذیت کننده بود که یهو صفحه طوری تاریک میشد که میخواستم بکوبم زمین با اینکار حل شدو همچمین تو ستینگ اگه گزینه دو نات دیسترب هم فعاله اونم خاموش کنین که تاثیر میگذاره,Neutral,Neutral,384,Neutral,Neutral
» در پاسخ به نظر ارمیا ه به تاریخ 1400/6/24 (برای نمایش نظر کلیک کنید...) سلام عرض ادب zaa نشون دهنده نسخه دو سیم کارت گوشی هست که هر دو سیم کارت فعاله و یکی اکتیو نشده نیس و تو کل مدل ها مودم فایو جی هست خیالت بابت اون تخت باشه و میخوای صد در صد مطمئن باشی برو تو سایت جی اس ام آرنا تو خطوط آنتهی کدوم باند رو چطوری ساپورت میکنه رو هم نوشته تا خیالت راحت باشه,Agree,Neutral,253,Neutral,Neutral
سلام یه مشکل با نور صفحه نمایش ۱۲ پرو مکس ۲۵۶ دارم که خود به خود نور صفحه پله پله کم و زیاد میشه همه مدل تنظیم و ریست فکتوری و برگشت به تنظیمات اولیه کارخانه ای را انجام دادم درست نشد با قسمت ساپورت اپل چت کردم ریبوت زد به گوشیم و گفت هم نرم افزاری و هم سخت افزاری گوشیت مشکلی نداره ولی همچنان این مشکل را دارم پارت نامبر مالزی هست ۲ تا از دوستام یکی پارت نابمبر روسیه و یکی دوبی ا‌نها هم ۲۵۶ دقیقا همین مشکل را دارن ولی گوشی ۱۲۸ گیگش این مشکل وجود نداره برای همسرم ۱۲۸ گیگ خریده بودم رو هر دوتا گوشی بازی کال آف دیوتی نصب کردم ۲۵۶ گیگ بعد از چند دقیقه بازی نور صفحه کم میشه که حتی با کم و زیاد کردن نور صفحه درست نمیشه ولی ۱۲۸ گیگ ۱۰ ست هم بازی کنم هیچ مشکلی نداره! تو نظرات قبلی دوستان گفتن موقع فیلمبرداری نقطه های نور توی صفحه ظاهر میشه که متاسفانه این مشکل هم برای همه پرو مکس ها هست و حتی تو یو تیوب سرچ کنین اکثرا این مشکل رادارن . خواستم بدونم بچه هایی که ۲۵۶ گیگ دارن با این مورد نور صفحه مشکل دارن؟ فرقی نمیکنه موقع یک کار معمولی مثل چک کردن تلگرام یا واتس اپ با شارژ مثلا ۹۰ درصد هم این اتفاق میوفته. دیگه به این نتیجه رسیدم یا ۱۳ ۱۲۸ گیگ بگیرم یا ۱۲ ۱۲۸ گیگ . واقعا تو موخه,Neutral,Disagree,837,Neutral,Neutral
» در پاسخ به نظر Morteza S به تاریخ 1400/6/24 (برای نمایش نظر کلیک کنید...) داداش مطمعنم تا حالا با ایفون های سری یازده و دوازده کار نکردید چون تمام حرف هایی که زدید اشتباهه ... لطفا بزارید کسانی که در این حوزه تخصص دارن اظهار نظر کنند,Neutral,Neutral,159,Neutral,Neutral
» در پاسخ به نظر سارا ا به تاریخ 1400/6/23 (برای نمایش نظر کلیک کنید...) درود دوست عزیز...نخیر . پوشش سرامیک شیلد دارناگر نکوبین زمین و با کاتر و میخ روش خط نندازینهیچی نمیشه نگران نباشین !!!!,Neutral,Neutral,131,Neutral,Neutral
سلام دوستان من میخواستم ایفون ۱۲ پرو مکس بخرم مدل zaa ولی در سمن راست زیر دکمه خاموش و روشن اون شیار که متعلق به ۵ جی هست نداره میخواستم بدونم کدوم سری ایفون ها دارن و این این مدل zaa اینو نداره به ۵ جی وصل نمیشه؟,Neutral,Neutral,152,Neutral,Neutral
"» در پاسخ به نظر سارا ا به تاریخ 1400/6/23 (برای نمایش نظر کلیک کنید...) دوست عزیز! کلا آیفون های ۱۲ pro max و ۱۱pro max بدلیل سرامیکی بودن بدنه براحتی خط و خش می افتن، بخصوص سری ۱۲ پرو و ۱۲ پرومکس بدلیل سطح تخت گوشه هاشون خیلی زود مات میشن و خط می افتن، حتی با وجود قاب و بامپر!!!!، ایفون های ۱۲ پرو و پرو مکس علاوه بر اینها گزارش کنده شدن رنگ گوشه ها هم گزارش شده!.پیشنهاد بنده به شما اینه که فعلا یه گوشی آیفون xs max آکبند صفر پیدا کنید، جنس قاب پشتی اون از گوریلا گلس ضد خشه گوشه هاش تخت نیست که خط و خش و پریدگی رنگ داشته باشن در آینده، همچنین بدلیل شیشه ای بودن بدنه پشتیش زیبا تر و شکیل تره، کیفیت دوربیناشون هم هیچ تفاوتی با سری ۱۱ و ۱۲نداره. فقط باید بگردی و آکبندش رو پیدا کنی، به نظر بنده زیباترین گوشی تاریخ اپل تا الان آیفون xs max هستش، حتی از آیفون های سری ۱۳ که دیشب رونمایی شد هم قشنگتره..‌.، قیمتاشون هم حدود ۱۵ میلیون از سری ۱۲پرو مکس ارزونتره.",Neutral,Disagree,646,Neutral,Neutral
"با سلام قصد خرید گوشی آیفون ۱۲ پرومکس رنگ سیلور دارم ، شنیدم این رنگ خیلی زود دچار خط و خش میشه آیا درسته؟ اگر تجربه ایی دارین لطفا راهنمایی کنید",Neutral,Neutral,110,Neutral,Neutral
۲۳ شهریور امشب ساعت ۲۱:۳۰میریم به استقبال مراسم معرفی خانوادهایفون سری ۱۳بماند به یادگار,Neutral,Neutral,72,Neutral,Neutral
» در پاسخ به نظر abolfazl h به تاریخ 1400/6/17 (برای نمایش نظر کلیک کنید...) این مشکلو منم دارم و صدا رو هیچ وقت تا اخر نبر چون تو اخر صدا ب شدت افت میکنه ولی صدا تو ۷۰ درصد ۸۰ درصد باشه ب بهترین کیفیت تبدیل میشه,Neutral,Neutral,152,Neutral,Neutral
ولی حذف شارژر ایفون اشتباه محض بود ک کمپانی اپل انجام داد.چون شارژر هایی ک تو فروشگاها هستن بیشترشون فیکه و ب باطری اسیب میرسونه و تشخیص فیک بودن شارژر هم ک کار بسیار دشواریه.در کنار این هم ک شارژر اپل قیمت زیادی داره.,Neutral,Disagree,159,Neutral,Disagree
» در پاسخ به نظر جاسم جاساز ‌ به تاریخ 1400/6/2 (برای نمایش نظر کلیک کنید...) اره منم تازگیا گوشی ایفون ۱۱ معمولی رو خریدم واقعا ۱۰ برابر از اندورید بهتره تازگیا فهمیدم ک ایفون چیه و واقعا گرونی ایفون ارزش داره,Disagree,Agree,160,Neutral,Agree
سلامدوستان عزیرم نیاز به کمک دارم خواهشاگوشی ایکس اس مکس داشتم فروختم آیفون ۱۲ پرو مکس گرفتم صدای گوشی نسبت به گوشی قبلیم خیلی افتضاحه وضوح صدا خیلی پایینه و وزوز میکنه احساس میکنم صدای خیلی بم و بدی داره نمیدونم گوشی من مشکل داره یا واقعا صدای گوشی به همین شکل هستش لطفا کمک کنید یه راهنمایی به من بکنید,Neutral,Disagree,228,Neutral,Neutral
"نتایج تست بنچمارک پردازنده A15 اپل از عملکرد درخشان حکایت می‌کندنتایج تست بنچمارک پردازنده A15 اپل که قرار است قلب تپنده آیفون 13 باشد، از عملکرد درخشان آن حکایت می‌کند. بر اساس نتایجی که به تازگی از تست جی پی یو Manhattan 3.1 در اینترنت فاش شده، می‌توان دریافت که پردازنده جدید A15 اپل 13.7% نسبت به پردازنده‌ نسل قبلی خود، یعنی A14 سریع‌تر است.این موضوع در عین حفظ برتری اپل به عنوان سازنده بهترین پردازنده در گوشی‌های هوشمند، A15 را به سریع‌ترین پردازنده در دنیای گوشی‌های موبایل تبدیل می‌کند. نتایج تست Mahattan 3.1 نشان می‌دهد که چیپ A15 اپل توانسته در دور اول تست بنچمارک جی پی یو، به 198 فریم بر ثانیه برسد. هر چند در دور دوم تست کمی افت داشته و اعداد 140 تا 150 فریم بر ثانیه بدست آمده‌اند.این نتایج بر اساس عملکرد جی پی یو A15 در دو مرحله تست بنچمارک بوده‌اند. از امتیازات بدست آمده مشخص است که پردازنده A15 پس از مدتی کار کردن نیاز به کاستن از فشار روی عملکرد پردازشی خود دارد، اما حتی با کاستن از سرعت نیز همچنان نسبت به سایر پردازنده‌های رقیب خود در بازار با اختلاف قابل توجهی بهتر و قدرتمندتر است.به گفته کاربر “FrontTron” که در توییتر به فاش کردن اطلاعات مرتبط با گجت‌های فناوری شهرت دارد، نتایج تستی که اخیرا فاش شده حاصل آزمایش روی یک نمونه سمپل از پردازنده A15 بوده که برای اولین بار و به طور مفصل در یک فروم کره‌ای به نام Clien منتشر شده است.FrontTron در رشته توییت خود افت سرعت در دور دوم تست A15 را مشکل حادی ندانسته چرا که نتیجه دور اول تست نسبت به اوج عملکرد پردازنده A14 با اختلاف و به میزان قابل توجهی بهتر است. با همین نتایج، پردازنده A15 اپل سریع‌ترین پردازنده دنیای گوشی‌های هوشمند خواهد بود و به راحتی کلیه دیوایس‌های اندرویدی را کنار خواهد زد.",Neutral,Agree,1078,Neutral,Agree
» در پاسخ به نظر امیر ق به تاریخ 1400/5/29 (برای نمایش نظر کلیک کنید...) ممنون از اطلاعات مفیدتوون,Neutral,Neutral,67,Neutral,Neutral
"آیفون 13 از تماس ماهواره‌ای پشتیبانی می‌کندطبق جدیدترین گزارش مینگ-چی کو، تحلیلگر مشهور محصولات اپل، آیفون 13 احتمالا از قابلیت ارتباط با ماهواره‌های موجود در مدار نزدیک زمین (LEO) پشتیبانی می‌کند و این یعنی کاربران قادر به تماس گرفتن یا ارسال پیامک خواهند بود.گفته می‌شود آیفون 13 دارای چیپ سفارشی کوالکام X60 است که ارتباطات ماهواره‌ای را امکان‌پذیر می‌کند. گویا دیگر برندها برای بهره‌گیری از این قابلیت باید تا سال 2022 صبر کنند زیرا چیپ X65 کمپانی کوالکام چنین قابلیتی را برای تمام گوشی‌های مبتنی بر آن امکان‌پذیر خواهد کرد.باید خاطرنشان کنیم پروژه‌ی اینترنت ماهواره‌ای استارلینک که از طرف شرکت اسپیس‌ایکس انجام می‌شود، این کار را با ارسال ماهواره‌های بسیار کوچک به مدار نزدیک زمین یا LEO انجام می‌دهد. در این مدار ماهواره‌های شرکت‌های مختلفی قرار گرفته‌اند و به نطر می‌رسد آیفون 13 با ماهواره‌های شرکت گلوبال استار سازگار خواهد بود. طبق گزارش‌ها، کوالکام برای پشتیبانی از باند N53 برای چیپ‌های X65 مشغول همکاری با این شرکت است.آقای مینگ-چی کو خاطرنشان کرده که تأثیر این فناوری قابل مقایسه با امواج میلی‌متری شبکه‌های 5G است. به نظر می­رسد اپل نسبت به پیشرفت‌های به دست آمده در این حوزه خوش‌بین است و از مدتی قبل یک تیم از متخصصین اپل در حال تحقیق و بررسی فناوری‌های مربوط به این حوزه هستند.به گفته‌ی این افشاگر، اپل در آینده برای تعدادی از دیگر محصولات خود قابلیت ارتباط ماهواره‌ای را به ارمغان می‌آورد که در این میان احتمالا هدست واقعیت افزوده، اتومبیل برقی و دیگر گجت‌های هوشمند اپل از این مشخصه بهره‌مند خواهند شد.",Neutral,Agree,1030,Neutral,Neutral
یه چیز جالب اندرویدتو اخبار اعلام کرد کلاهبرداری از طریق بدافزارمثلا یه پیامک براشون میاد از ابلاغیه دادگاه یا یه جای دیگه بعد یه لینک هست که مربوط به یک اپلیکیشن هس که درواقع بدافزاره بعد دوستان اندرویدی میان نصب میکنن که محیطش دقیقا همون اپلیکیشن اصلیه و دقیقا کار اپلیکیشن اصلی میکنه نکته اینجاست درکنارشم یه بدافزاره. وقتی شما نصب میکنی نصب کردن همانا حساب دوستان اندرویدی خالی شدن هماناکارکرد این بدافزار اینجوریه که بدون اینکه متوجه بشی رمزدوم یکبار مصرف کارتت که میاد میفرسته به شماره سارق واز این طریق حسابت خالی میشه!حتی نوتیفیکیشن پیامک هم نمیاد تا متوجه بشی!!!!بعد این اتفاق پلیس فتا گفت سریعا گوشیتونو یا کلا خاموش کنید یا سیم کارتو در بیارید ورسیت فکتوری کنید چون این بدافزار به صورت افلاینم کار میکنه و پیامک رواز طریق پیامک به سارق میفرسته!!! هم میتونه از طریق اینترنت این کارو بکنه !!!!با این شیوه کلی پول به جیب زدن با ضعف امنیتی اندرویداندروید اینه پر از بدافزار که حتی میتونن اطلاعات شخصیتو کپی کنن یا شنود کنن یا دوربین گوشیت فعال باشه! بدون اینکه حتی متوجه ماجرا بشیمن اندروید داشتم حتی وبگردی نمیشد کرد مثلا میرفتم تو یه سایت صد تا صفحه الکی میومد یا دانلود یه بدافزار ظاهر میشد در حالی که من تو یه سایت رفته بودم یا یهو اینستا یا تلگرام یا گوگل پلی باز میشد و خیلی آزار دهنده بود کلاالان خیلی دارم لذت میبرم از آیفونقبلش تصمیم نداشتم ولی نظرات اینجا یه چن وقتی دنبال میکردم که گفتم یک بار تجربه کنم که خیلی خوشحالم از این بابتمن ۱۱ دارم پیشنهاد میکنم قبلش باتمام بخشای آیفون کار کنید مطمعنم تصمیمتون برا خرید قطعی میشهبهترین آیفون از نظر قیمت ۱۱ هست ولی ۱۲ هم خیلی خوبه نیاز به پرو نیست ولی اگر پولش دارید پرو خوبه,Disagree,Agree,1133,Neutral,Agree
از اندروید اومدم iPhoneتازه معنی گوشی فهمیدماندروید پر از نوتیفیکیشن الکی,Disagree,Agree,52,Neutral,Agree
